legacy_ocms_code,synthetic_project_code,surviving_project_code,reviewed_by,rationale
N16000457,ocms:N16000457,709779,,ocms:N16000457 was minted by the truncated-read run of load-mospi-historical; 709779 is the MoSPI project_code that already carried legacy_ocms_code N16000457
N16000504,ocms:N16000504,709780,,ocms:N16000504 was minted by the truncated-read run of load-mospi-historical; 709780 is the MoSPI project_code that already carried legacy_ocms_code N16000504
N16000456,ocms:N16000456,709782,,ocms:N16000456 was minted by the truncated-read run of load-mospi-historical; 709782 is the MoSPI project_code that already carried legacy_ocms_code N16000456
N16000519,ocms:N16000519,709797,,ocms:N16000519 was minted by the truncated-read run of load-mospi-historical; 709797 is the MoSPI project_code that already carried legacy_ocms_code N16000519
N22000520,ocms:N22000520,709811,,ocms:N22000520 was minted by the truncated-read run of load-mospi-historical; 709811 is the MoSPI project_code that already carried legacy_ocms_code N22000520
N22000539,ocms:N22000539,709812,,ocms:N22000539 was minted by the truncated-read run of load-mospi-historical; 709812 is the MoSPI project_code that already carried legacy_ocms_code N22000539
N10000013,ocms:N10000013,709831,,ocms:N10000013 was minted by the truncated-read run of load-mospi-historical; 709831 is the MoSPI project_code that already carried legacy_ocms_code N10000013
N10000014,ocms:N10000014,709832,,ocms:N10000014 was minted by the truncated-read run of load-mospi-historical; 709832 is the MoSPI project_code that already carried legacy_ocms_code N10000014
N16000444,ocms:N16000444,709838,,ocms:N16000444 was minted by the truncated-read run of load-mospi-historical; 709838 is the MoSPI project_code that already carried legacy_ocms_code N16000444
N16000526,ocms:N16000526,709848,,ocms:N16000526 was minted by the truncated-read run of load-mospi-historical; 709848 is the MoSPI project_code that already carried legacy_ocms_code N16000526
N26000116,ocms:N26000116,709856,,ocms:N26000116 was minted by the truncated-read run of load-mospi-historical; 709856 is the MoSPI project_code that already carried legacy_ocms_code N26000116
N26000117,ocms:N26000117,709857,,ocms:N26000117 was minted by the truncated-read run of load-mospi-historical; 709857 is the MoSPI project_code that already carried legacy_ocms_code N26000117
N28000115,ocms:N28000115,709859,,ocms:N28000115 was minted by the truncated-read run of load-mospi-historical; 709859 is the MoSPI project_code that already carried legacy_ocms_code N28000115
N18000352,ocms:N18000352,900808,,ocms:N18000352 was minted by the truncated-read run of load-mospi-historical; 900808 is the MoSPI project_code that already carried legacy_ocms_code N18000352
