pc_code,ac_code,state_ut,pc_no,pc_name,ac_no,ac_name,ac_reserved,district_order,spatial_agrees,spatial_pc
13-1,13-38,Nagaland,1,Nagaland,38,wokha (ST),GEN,Wokha,true,Nagaland 1-Nagaland
13-1,13-39,Nagaland,1,Nagaland,39,Sanis (ST),GEN,Wokha,true,Nagaland 1-Nagaland
13-1,13-40,Nagaland,1,Nagaland,40,Bhandari (ST),GEN,Wokha,true,Nagaland 1-Nagaland
13-1,13-41,Nagaland,1,Nagaland,41,Tizit (ST),GEN,Mon,true,Nagaland 1-Nagaland
13-1,13-42,Nagaland,1,Nagaland,42,Wakching (ST),GEN,Mon,true,Nagaland 1-Nagaland
13-1,13-43,Nagaland,1,Nagaland,43,Tapi (ST),GEN,Mon,true,Nagaland 1-Nagaland
13-1,13-44,Nagaland,1,Nagaland,44,Phomching (ST),GEN,Mon,true,Nagaland 1-Nagaland
13-1,13-45,Nagaland,1,Nagaland,45,Tehok (ST),GEN,Mon,true,Nagaland 1-Nagaland
13-1,13-46,Nagaland,1,Nagaland,46,Mon Town (ST),GEN,Mon,true,Nagaland 1-Nagaland
13-1,13-47,Nagaland,1,Nagaland,47,Aboi (ST),GEN,Mon,true,Nagaland 1-Nagaland
13-1,13-48,Nagaland,1,Nagaland,48,Moka (ST),GEN,Tuensang,true,Nagaland 1-Nagaland
13-1,13-49,Nagaland,1,Nagaland,49,Tamlu (ST),GEN,Tuensang,true,Nagaland 1-Nagaland
