Sl. No,Payment/Receipt,Department,Head,Sub-Head,P/R Code,Work description,Accounts 2017-18,Budget Estimates 2018-19,Revised Estimates 2018-19,2019-20 Revenue,2019-20 Capital,2019-20 Total
916,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3516 ,Providing Bore well works in ward No.25 at P&T Layout 4th Cross Near college,-,25,-,-,-,-
917,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3517 ,Developmental works at ward No.25 P&T Layout college road and railway line road development 4th Cross near college,-,275,-,-,-,-
918,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3518 ,"Developmental works at ward No.12, 13, 14, 15, 39, 41, 71, 100, 101 Rs.3.00 Cr each",-,"2,700.00",-,-,-,-
919,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3519 ,"Developmental works at ward No.40, 72, 130, 159, 198 Rs.2 cr each",-,"1,000.00",-,-,-,-
920,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3520 ,"Developmental works at ward No. 10, 17, 43, 45, 52, 57, 64, 68, 79, 89, 93, 96, 97, 108, 109, 124, 51, 53, 55, 81, 87, 116, 118, 128, 132, 134, 151, 160, 166, 167, 170, 178, 183, 187, 189 198 Rs.2.00 Cr each",-,"7,200.00",-,-,-,-
921,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3521 ,"Developmental works at ward No.01, 03, 04, 11, 66, 71, 99, 110, 116, 118, 120, 126, 145, 152,155, 177,179,182,194, 196Rs.3.00Cr each",-,"6,000.00",-,-,-,-
922,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3522 ,"Developmental works in ward No.02, 06, 07, 08, 23, 30, 49, 59, 76, 92, 94, 106, 117, 131, 136, 147, 190 Rs.3 Cr each",-,"5,100.00",-,-,-,-
923,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3523 ,"Developmental works at ward No.33, 68, 82, 84, 145, 148, 165 Rs.4.00 Cr each",-,"2,800.00",-,-,-,-
924,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3524 ,"Developmental works in ward No. 197 Rs.4.00 Cr, Ward No. 198 Rs.4.00 Cr, Ward No.21 Rs.3.00 Cr and ward No. 194 and 185 Rs.2.00 Cr each, ward 186 Rs.1.00 Cr",-,"1,600.00",-,-,-,-
925,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3525 ,Special developmental works in wad No. 129,-,250,-,-,-,-
926,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3526 ,Developmental works at NMH Layout ward No. 14,-,100,-,-,-,-
927,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3527 ,Comprehensive developmental works in shankar mutt,-,"1,000.00",-,-,-,-
928,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P1212 ,Roads-Concrete Roads,-,-,99,-,-,-
929,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P2239 ,Footpath Improvements at Kachara-kanahalli,-,-,20,-,-,-
930,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P2805 ,Development works in Doddabidarakallu,-,-,-,-,-,-
931,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P2805 ,Pending Bills,-,-,-,-,11,11
932,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3124 ,Improvements to K.G.Park at Shan-karmatth ward,-,-,-,-,-,-
933,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3124 ,Pending Bills,-,-,-,-,32,32
934,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3131 ,Upgrade of Swimming Pool ward no.68,-,-,-,-,-,-
935,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3131 ,Pending Bills,-,-,-,-,77,77
936,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3364 ,"Special developmental works in ward No. 18,157,107,180,192,46,12 7,115,163,168 (Rs. 3.00 Crs in each ward)",-,-,-,-,-,-
937,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3364 ,Pending Bills,-,-,-,-,298,298
938,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3365 ,Special developmental works in Marappana Palya ward,-,-,-,-,-,-
939,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3365 ,Pending Bills,-,-,-,-,599,599
940,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3403 ,Special Developmental works at ward Marappanapalya,-,"2,500.00",-,-,-,-
941,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3591 ,"Special Developmental works at ward no. 18,82,94, 116.134.189.128.196.181.96 (Each Ward 10 Cr)",-,-,-,-,"10,000.00","10,000.00"
942,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3592 ,"Special Developmental works at ward no.42,117,81,31,92,80,135, 121.141.49.144 (Each Ward 5 Cr)",-,-,-,-,"5,500.00","5,500.00"
943,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3593 ,"Special Developmental works at ward no. 18,22,31,32,44,67,69,70,74 ,102,121,135,139,176 (Rs.7.00 Cr in Each Ward)",-,-,-,-,"9,800.00","9,800.00"
944,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3594 ,"Special Developmental works at ward no.80,86,112,113,122,144, (Rs.7.00 Cr in Each Ward)",-,-,-,-,"4,200.00","4,200.00"
945,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3595 ,Developmental works at ward no.33,-,-,-,-,"2,000.00","2,000.00"
946,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3596 ,Developmental works at ward no.29,-,-,-,-,"1,000.00","1,000.00"
947,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3597 ,Developmental works at ward no.32,-,-,-,-,"1,000.00","1,000.00"
948,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3598 ,Special Developmental works at ward no. 102,-,-,-,-,"3,000.00","3,000.00"
949,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3599 ,"Special Developmental works at ward no.44,43,68,74 (Rs.5.00 Cr in Each Ward)",-,-,-,-,"2,000.00","2,000.00"
950,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3600 ,Developmental works of at Yeshwanthapura Assembly Constituency,-,-,-,-,"3,000.00","3,000.00"
951,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3601 ,"Special Developmental works at ward no.84,136,193,198, (Rs.5.00 Cr in Each Ward), Ward no.99,10, (Rs.2.00 Cr in EachWard), Ward no. 100,127,(Rs.3.00 Cr in EachWard), Ward no.24,27,88,90,19, (Rs.1.00 Cr in EachWard)",-,-,-,-,"3,500.00","3,500.00"
952,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3602 ,"Special Developmental works at ward no,02,06,07,08,11,12,16, 21,23,24,25,30,33, 37,38, 40,41,42, 47,48,49,50,53, 54,55,56,58,59,61,62,63, 66,68, 72,73,75,76,77,78,81,82,84,87, 91,92,94,95,98,99,106,107,110,116,117 , 118,120,131,134,136,140,141,145, 147,148,151,152,153,157,171,172, 180,190,192,197,198, (Rs,3,00 Cr in Each Ward)",-,-,-,-,"22,500.00","22,500.00"
953,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3603 ,"Special Developmental works at ward no. 126,154,89,104,105,20, 88 ,185,167,127,132,195,65,10,155, 169, 168,177,34,163,111,100,45,27, (Rs.2.00 Cr in Each Ward)",-,-,-,-,"4,800.00","4,800.00"
954,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3674 ,Repair and Developmen of Jayana-gar Shopping Complex,-,-,-,-,500,500
955,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3675 ,Comprehensive Developmental works at Ward no 153,-,-,-,-,"1,500.00","1,500.00"
956,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3676 ,Providing medical equipments to Government maternity hospital and improvements to BBMP Schools in R.R.Nagar,-,-,-,-,"1,000.00","1,000.00"
957,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3677 ,Developmental works of at Gavi-gangadhara Swamy Temple surroundings in ward No. 155,-,-,-,-,500,500
958,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3678 ,Developmental works of at Raman-jneya and Harihareshwara temple surroundings in ward No. 155,-,-,-,-,500,500
959,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3679 ,Development of Roads and drains at Fire Quarters in Jayanagar,-,-,-,-,200,200
960,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3680 ,Developmental Hopcoms building at VV Puram,-,-,-,-,200,200
961,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3681 ,Providing Solar and Windmill at Sri.M.V.Commercial complex at Jayanagar,-,-,-,-,700,700
962,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3682 ,Development of footpath and other works in Mahalakshmi Layout Assembly constitutency,-,-,-,-,"2,000.00","2,000.00"
963,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3683 ,Developmental works of at Rahmath and Kousamagar surroundings areas,-,-,-,-,500,500
964,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3684 ,"Comprehensive developmental works at Manjunath Layout, Chamundinagar surrounding areas in Hebbal Constituency",-,-,-,-,500,500
965,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3685 ,Special Developmental works at Bhuvaneshwamagar and Babureddy layout in ward No.33.,-,-,-,-,500,500
966,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3686 ,"Comprehensive development of Dasappa Garden, Dharmanna Garden and Dinnur and surroundings",-,-,-,-,500,500
967,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3687 ,Installation of CC TV and formation of Controll Room in ward No.33,-,-,-,-,200,200
968,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3688 ,Developmental works at ward No.67,-,-,-,-,500,500
969,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3689 ,"Special developmental works at ward No. 104, 125, 97, 109 each ward No.3.00 Cr.",-,-,-,-,"1,200.00","1,200.00"
970,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3690 ,"Special developmental works at ward No.07 Rs.3.00 Cr, Ward No. 171 Rs.2.00 Cr, and Ward No 21 Rs.2.00 Cr",-,-,-,-,700,700
971,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3691 ,"Special developmental works at ward No.81 Rs.4.00 Cr, Ward No.58 Rs.3.00 Cr",-,-,-,-,700,700
972,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3692 ,Special developmental works at ward No.03 and 04 Rs.3.00 Cr each,-,-,-,-,600,600
973,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3693 ,Special developmental works at ward No.29,-,-,-,-,"2,000.00","2,000.00"
974,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3694 ,Special developmental works at ward No.33,-,-,-,-,"4,000.00","4,000.00"
975,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3695 ,Special developmental works at ward No.22,-,-,-,-,500,500
976,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3696 ,Special developmental works at ward No. 128,-,-,-,-,300,300
977,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3697 ,Special developmental works at ward No. 19,-,-,-,-,200,200
978,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3698 ,Special developmental works at ward No.09,-,-,-,-,200,200
979,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3699 ,Special developmental works at ward No.74,-,-,-,-,500,500
980,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3700 ,Special developmental works at ward No.76,-,-,-,-,300,300
981,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3701 ,Special developmental works at ward No.63,-,-,-,-,300,300
982,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3702 ,Special developmental works at ward No.32,-,-,-,-,"1,500.00","1,500.00"
983,Payments,13. Public Works Zonal,Infrastructure,Other Infrastructure,P3703 ,Special developmental works at ward No. 164,-,-,-,-,100,100
984,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P1537 ,Ambedkar Stadium Ward no 106.,-,13,-,-,-,-
985,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3141 ,"Construction of Indoor Sports complex & other developmental works at Kempegowda Playgrounds, Lakshminagar, SVK Layout ",-,-,-,-,-,-
986,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3141 ,Pending Bills,-,-,-,-,3,3
987,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3141 ,Spillover Works,-,-,-,-,150,150
988,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3130 ,Construction of Dhyana Mandira at ward No. 103,-,23.4,24,-,-,-
989,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P1224 ,"Construction of Stadium in Ward no 5, 92",-,162,213,-,-,-
990,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P1224 ,Pending Bills,-,-,-,-,134,134
991,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3100 ,Development of Playground at Judicial Layout in Ward no -4,-,50,-,-,-,-
992,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P2378 ,Development of Playground at HMT Layout in Ward no -38,220.51,-,-,-,-,-
993,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3169,Improvements to Dr. Raj Kumar Indoor Stadium in ward no. 67,-,70,-,-,-,-
994,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3169,Pending Bills,-,-,-,-,28,28
995,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3140 ,Construction of Tencil Roof to KG Ground Kurubarahalli,-,54.95,-,-,-,-
996,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3140 ,Pending Bills,-,-,-,-,95,95
997,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3148 ,Improvements to Sangolli rayanna Playground in ward No. 126,-,130,-,-,-,-
998,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3148 ,Pending Bills,-,-,-,-,2,2
999,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3150 ,Improvements to Kabbadi ground in ward No. 104,-,100,-,-,-,-
1000,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3150 ,Pending Bills,-,-,-,-,44,44
1001,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P1646 ,Development Works of Kitturu Rani Chennamma Stadium in Ward 60 (New Ward no 169),-,301,204,-,-,-
1002,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P1646 ,Current Works,-,-,-,-,500,500
1003,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3342 ,Construction of Indira gandhi stadium at Prakashnagar,-,200,-,-,-,-
1004,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3134 ,ANGALA Encouragement of Grameena Kridegalu (Each ward Rs. 1.00 Lakh),-,200,1,-,-,-
1005,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3134 ,Current works,-,-,-,-,200,200
1006,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P2221 ,Development of Stadium & Playground at KSRTC Layout & JP Nagar,20.39,50,-,-,-,-
1007,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3528 ,Construction of Kadu Mallesh-waram Geleyara Balaga Dhyana Mandira,-,200,-,-,-,-
1008,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3529 ,Construction of Stadium in High School Ground at Begur Ward,-,300,-,-,-,-
1009,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3530 ,Development of Balagangadhara-natha Swamiji Playground in ward No. 104,-,300,-,-,-,-
1010,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3531 ,Construction of Sports Complex in ward No.78,-,775,-,-,-,-
1011,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3532 ,Construction of New stadium near Tavarekere park ward No. 152,-,400,-,-,-,-
1012,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3533 ,Comprehensive developmental works in ward No. 172,-,250,-,-,-,-
1013,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3534 ,Comprehensive developmental works in ward No. 147,-,220,-,-,-,-
1014,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3535 ,Comprehensive developmental works in ward No. 151,-,400,-,-,-,-
1015,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3536 ,Comprehensive developmental works in ward No. 173,-,400,-,-,-,-
1016,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3537 ,Special developmental works in ward No. 166 Rs.50.00 Lakhs ward No. 181 Rs.25.00 Lakhs,-,75,-,-,-,-
1017,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3538 ,Providing CC Road at Ejipura surrounding areas in ward 148,-,50,-,-,-,-
1018,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3539 ,"Providing Gym equipment’s in St.John Quarters, Tavarekere park, Madiwala park Jogi colony park in ward No. 152",-,100,-,-,-,-
1019,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3540 ,Improvements and repairs works to parks and playground and providing CC Camara in ward No. 176,-,200,-,-,-,-
1020,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3541 ,Improvements of park and playground in ward No. 148,-,100,-,-,-,-
1021,Payments,13. Public Works Zonal,Infrastructure - Sports,"Stadiums, Playgrounds & Amusement Parks etc., (Zonal)",P3604 ,Construction of Indoor Shuttle court Indoor Stadium At Narayananagar ward no. 197,-,-,-,-,200,200
